"","species","temperature","psi","dish","times","germinated","germinable"
"2221","species6",20,-0.3,"C",5,0,25
"2222","species6",20,-0.3,"C",5,0,25
"2223","species6",20,-0.3,"C",5,0,25
"2224","species6",20,-0.3,"C",6,0,25
"2225","species6",20,-0.3,"C",7,1,25
"2226","species6",20,-0.3,"C",7,0,25
"2227","species6",20,-0.3,"C",9,6,25
"2228","species6",20,-0.3,"C",14,5,25
"2229","species6",20,-0.3,"C",16,0,25
"2230","species6",20,-0.3,"C",20,1,25
"2231","species6",20,-0.3,"C",25,1,25
"2232","species6",20,-0.3,"C",33,0,25
"2233","species6",20,-0.3,"C",41,1,25
"2234","species6",20,-0.3,"D",0,0,25
"2235","species6",20,-0.3,"D",2,0,25
"2236","species6",20,-0.3,"D",2,0,25
"2237","species6",20,-0.3,"D",2,0,25
"2238","species6",20,-0.3,"D",2,0,25
"2239","species6",20,-0.3,"D",3,0,25
"2240","species6",20,-0.3,"D",3,0,25
"2241","species6",20,-0.3,"D",3,0,25
"2242","species6",20,-0.3,"D",3,0,25
"2243","species6",20,-0.3,"D",3,0,25
"2244","species6",20,-0.3,"D",4,1,25
"2245","species6",20,-0.3,"D",4,0,25
"2246","species6",20,-0.3,"D",4,0,25
"2247","species6",20,-0.3,"D",4,0,25
"2248","species6",20,-0.3,"D",5,0,25
"2249","species6",20,-0.3,"D",5,0,25
"2250","species6",20,-0.3,"D",5,2,25
"2251","species6",20,-0.3,"D",6,0,25
"2252","species6",20,-0.3,"D",7,2,25
"2253","species6",20,-0.3,"D",7,1,25
"2254","species6",20,-0.3,"D",9,3,25
"2255","species6",20,-0.3,"D",14,4,25
"2256","species6",20,-0.3,"D",16,0,25
"2257","species6",20,-0.3,"D",20,3,25
"2258","species6",20,-0.3,"D",25,0,25
"2259","species6",20,-0.3,"D",33,1,25
"2260","species6",20,-0.3,"D",41,1,25
"2261","species6",20,-0.3,"D",68,2,25
"2262","species6",20,-0.4,"A",0,0,24
"2263","species6",20,-0.4,"A",2,0,24
"2264","species6",20,-0.4,"A",2,0,24
"2265","species6",20,-0.4,"A",2,0,24
"2266","species6",20,-0.4,"A",2,0,24
"2267","species6",20,-0.4,"A",3,0,24
"2268","species6",20,-0.4,"A",3,0,24
"2269","species6",20,-0.4,"A",3,0,24
"2270","species6",20,-0.4,"A",3,0,24
"2271","species6",20,-0.4,"A",3,0,24
"2272","species6",20,-0.4,"A",4,0,24
"2273","species6",20,-0.4,"A",4,0,24
"2274","species6",20,-0.4,"A",4,0,24
"2275","species6",20,-0.4,"A",4,0,24
"2276","species6",20,-0.4,"A",5,0,24
"2277","species6",20,-0.4,"A",5,0,24
"2278","species6",20,-0.4,"A",5,1,24
"2279","species6",20,-0.4,"A",6,0,24
"2280","species6",20,-0.4,"A",7,1,24
"2281","species6",20,-0.4,"A",7,0,24
"2282","species6",20,-0.4,"A",9,0,24
"2283","species6",20,-0.4,"A",14,2,24
"2284","species6",20,-0.4,"A",16,1,24
"2285","species6",20,-0.4,"A",20,1,24
"2286","species6",20,-0.4,"A",25,3,24
"2287","species6",20,-0.4,"A",33,4,24
"2288","species6",20,-0.4,"B",0,0,22
"2289","species6",20,-0.4,"B",2,0,22
"2290","species6",20,-0.4,"B",2,0,22
"2291","species6",20,-0.4,"B",2,0,22
"2292","species6",20,-0.4,"B",2,0,22
"2293","species6",20,-0.4,"B",3,0,22
"2294","species6",20,-0.4,"B",3,0,22
"2295","species6",20,-0.4,"B",3,0,22
"2296","species6",20,-0.4,"B",3,0,22
"2297","species6",20,-0.4,"B",3,0,22
"2298","species6",20,-0.4,"B",4,0,22
"2299","species6",20,-0.4,"B",4,0,22
"2300","species6",20,-0.4,"B",4,0,22
"2301","species6",20,-0.4,"B",4,0,22
"2302","species6",20,-0.4,"B",5,0,22
"2303","species6",20,-0.4,"B",5,0,22
"2304","species6",20,-0.4,"B",5,0,22
"2305","species6",20,-0.4,"B",6,0,22
"2306","species6",20,-0.4,"B",7,1,22
"2307","species6",20,-0.4,"B",7,0,22
"2308","species6",20,-0.4,"B",9,0,22
"2309","species6",20,-0.4,"B",14,3,22
"2310","species6",20,-0.4,"B",16,0,22
"2311","species6",20,-0.4,"B",20,2,22
"2312","species6",20,-0.4,"B",25,2,22
"2313","species6",20,-0.4,"B",33,1,22
"2314","species6",20,-0.4,"B",41,0,22
"2315","species6",20,-0.4,"B",68,1,22
"2316","species6",20,-0.4,"C",0,0,25
"2317","species6",20,-0.4,"C",2,0,25
"2318","species6",20,-0.4,"C",2,0,25
"2319","species6",20,-0.4,"C",2,0,25
"2320","species6",20,-0.4,"C",2,0,25
"2321","species6",20,-0.4,"C",3,0,25
"2322","species6",20,-0.4,"C",3,0,25
"2323","species6",20,-0.4,"C",3,0,25
"2324","species6",20,-0.4,"C",3,0,25
"2325","species6",20,-0.4,"C",3,0,25
"2326","species6",20,-0.4,"C",4,0,25
"2327","species6",20,-0.4,"C",4,0,25
"2328","species6",20,-0.4,"C",4,0,25
"2329","species6",20,-0.4,"C",4,0,25
"2330","species6",20,-0.4,"C",5,0,25
"2331","species6",20,-0.4,"C",5,1,25
"2332","species6",20,-0.4,"C",5,0,25
"2333","species6",20,-0.4,"C",6,1,25
"2334","species6",20,-0.4,"C",7,0,25
"2335","species6",20,-0.4,"C",7,0,25
"2336","species6",20,-0.4,"C",9,0,25
"2337","species6",20,-0.4,"C",14,3,25
"2338","species6",20,-0.4,"C",16,0,25
"2339","species6",20,-0.4,"C",20,3,25
"2340","species6",20,-0.4,"C",25,4,25
"2341","species6",20,-0.4,"C",33,4,25
"2342","species6",20,-0.4,"C",41,1,25
"2343","species6",20,-0.4,"C",68,0,25
"2344","species6",20,-0.4,"C",73,1,23
"2345","species6",20,-0.4,"D",0,0,20
"2346","species6",20,-0.4,"D",2,0,20
"2347","species6",20,-0.4,"D",2,0,20
"2348","species6",20,-0.4,"D",2,0,20
"2349","species6",20,-0.4,"D",2,0,20
"2350","species6",20,-0.4,"D",3,0,20
"2351","species6",20,-0.4,"D",3,0,20
"2352","species6",20,-0.4,"D",3,0,20
"2353","species6",20,-0.4,"D",3,0,20
"2354","species6",20,-0.4,"D",3,0,20
"2355","species6",20,-0.4,"D",4,0,20
"2356","species6",20,-0.4,"D",4,0,20
"2357","species6",20,-0.4,"D",4,0,20
"2358","species6",20,-0.4,"D",4,0,20
"2359","species6",20,-0.4,"D",5,0,20
"2360","species6",20,-0.4,"D",5,0,20
"2361","species6",20,-0.4,"D",5,0,20
"2362","species6",20,-0.4,"D",6,0,20
"2363","species6",20,-0.4,"D",7,0,20
"2364","species6",20,-0.4,"D",7,0,20
"2365","species6",20,-0.4,"D",9,0,20
"2366","species6",20,-0.4,"D",14,3,20
"2367","species6",20,-0.4,"D",16,0,20
"2368","species6",20,-0.4,"D",20,1,20
"2369","species6",20,-0.4,"D",25,0,20
"2370","species6",20,-0.4,"D",33,1,20
"2371","species6",20,-0.6,"A",0,0,26
"2372","species6",20,-0.6,"A",2,0,26
"2373","species6",20,-0.6,"A",4,0,26
"2374","species6",20,-0.6,"A",5,0,26
"2375","species6",20,-0.6,"A",6,1,26
"2376","species6",20,-0.6,"A",8,4,26
"2377","species6",20,-0.6,"A",9,0,26
"2378","species6",20,-0.6,"A",9,0,26
"2379","species6",20,-0.6,"A",10,1,26
"2380","species6",20,-0.6,"A",10,0,26
"2381","species6",20,-0.6,"A",11,0,26
"2382","species6",20,-0.6,"A",12,2,26
"2383","species6",20,-0.6,"A",14,3,26
"2384","species6",20,-0.6,"A",14,0,26
"2385","species6",20,-0.6,"A",14,0,26
"2386","species6",20,-0.6,"A",14,0,26
"2387","species6",20,-0.6,"A",14,0,26
"2388","species6",20,-0.6,"A",14,0,26
"2389","species6",20,-0.6,"A",14,0,26
"2390","species6",20,-0.6,"A",14,0,26
"2391","species6",20,-0.6,"A",15,0,26
"2392","species6",20,-0.6,"A",15,0,26
"2393","species6",20,-0.6,"A",15,0,26
"2394","species6",20,-0.6,"A",16,1,26
"2395","species6",20,-0.6,"A",16,0,26
"2396","species6",20,-0.6,"A",16,0,26
"2397","species6",20,-0.6,"A",16,0,26
"2398","species6",20,-0.6,"A",16,0,26
"2399","species6",20,-0.6,"A",17,0,26
"2400","species6",20,-0.6,"A",17,0,26
"2401","species6",20,-0.6,"A",17,0,26
"2402","species6",20,-0.6,"A",17,0,26
"2403","species6",20,-0.6,"A",17,0,26
"2404","species6",20,-0.6,"A",18,0,26
"2405","species6",20,-0.6,"A",18,1,26
"2406","species6",20,-0.6,"A",18,0,26
"2407","species6",20,-0.6,"A",18,0,26
"2408","species6",20,-0.6,"A",18,0,26
"2409","species6",20,-0.6,"A",19,0,26
"2410","species6",20,-0.6,"A",20,0,26
"2411","species6",20,-0.6,"A",20,0,26
"2412","species6",20,-0.6,"A",20,0,26
"2413","species6",20,-0.6,"A",22,1,26
"2414","species6",20,-0.6,"A",27,0,26
"2415","species6",20,-0.6,"A",29,2,26
"2416","species6",20,-0.6,"A",34,3,26
"2417","species6",20,-0.6,"A",39,0,26
"2418","species6",20,-0.6,"A",47,1,26
"2419","species6",20,-0.6,"B",0,0,28
"2420","species6",20,-0.6,"B",2,0,28
"2421","species6",20,-0.6,"B",4,0,28
"2422","species6",20,-0.6,"B",5,1,28
"2423","species6",20,-0.6,"B",6,2,28
"2424","species6",20,-0.6,"B",8,4,28
"2425","species6",20,-0.6,"B",9,0,28
"2426","species6",20,-0.6,"B",9,0,28
"2427","species6",20,-0.6,"B",10,0,28
"2428","species6",20,-0.6,"B",10,2,28
"2429","species6",20,-0.6,"B",11,1,28
"2430","species6",20,-0.6,"B",12,0,28
"2431","species6",20,-0.6,"B",14,1,28
"2432","species6",20,-0.6,"B",14,1,28
"2433","species6",20,-0.6,"B",14,0,28
"2434","species6",20,-0.6,"B",14,0,28
"2435","species6",20,-0.6,"B",14,0,28
"2436","species6",20,-0.6,"B",14,0,28
"2437","species6",20,-0.6,"B",14,1,28
"2438","species6",20,-0.6,"B",14,0,28
"2439","species6",20,-0.6,"B",15,0,28
"2440","species6",20,-0.6,"B",15,0,28
"2441","species6",20,-0.6,"B",15,0,28
"2442","species6",20,-0.6,"B",16,0,28
"2443","species6",20,-0.6,"B",16,0,28
"2444","species6",20,-0.6,"B",16,0,28
"2445","species6",20,-0.6,"B",16,0,28
"2446","species6",20,-0.6,"B",16,0,28
"2447","species6",20,-0.6,"B",17,0,28
"2448","species6",20,-0.6,"B",17,0,28
"2449","species6",20,-0.6,"B",17,0,28
"2450","species6",20,-0.6,"B",17,0,28
"2451","species6",20,-0.6,"B",17,0,28
"2452","species6",20,-0.6,"B",18,0,28
"2453","species6",20,-0.6,"B",18,0,28
"2454","species6",20,-0.6,"B",18,0,28
"2455","species6",20,-0.6,"B",18,0,28
"2456","species6",20,-0.6,"B",18,0,28
"2457","species6",20,-0.6,"B",19,0,28
"2458","species6",20,-0.6,"B",20,0,28
"2459","species6",20,-0.6,"B",20,0,28
"2460","species6",20,-0.6,"B",20,0,28
"2461","species6",20,-0.6,"B",22,3,28
"2462","species6",20,-0.6,"B",27,0,28
"2463","species6",20,-0.6,"B",29,0,28
"2464","species6",20,-0.6,"B",34,2,28
"2465","species6",20,-0.6,"B",39,0,28
"2466","species6",20,-0.6,"B",47,1,28
"2467","species6",20,-0.6,"C",0,0,25
"2468","species6",20,-0.6,"C",2,0,25
"2469","species6",20,-0.6,"C",4,1,25
"2470","species6",20,-0.6,"C",5,0,25
"2471","species6",20,-0.6,"C",6,0,25
"2472","species6",20,-0.6,"C",8,5,25
"2473","species6",20,-0.6,"C",9,0,25
"2474","species6",20,-0.6,"C",9,1,25
"2475","species6",20,-0.6,"C",10,0,25
"2476","species6",20,-0.6,"C",10,0,25
"2477","species6",20,-0.6,"C",11,0,25
"2478","species6",20,-0.6,"C",12,3,25
"2479","species6",20,-0.6,"C",14,1,25
"2480","species6",20,-0.6,"C",14,0,25
"2481","species6",20,-0.6,"C",14,0,25
"2482","species6",20,-0.6,"C",14,0,25
"2483","species6",20,-0.6,"C",14,0,25
"2484","species6",20,-0.6,"C",14,0,25
"2485","species6",20,-0.6,"C",14,0,25
"2486","species6",20,-0.6,"C",14,0,25
"2487","species6",20,-0.6,"C",15,0,25
"2488","species6",20,-0.6,"C",15,0,25
"2489","species6",20,-0.6,"C",15,0,25
"2490","species6",20,-0.6,"C",16,0,25
"2491","species6",20,-0.6,"C",16,0,25
"2492","species6",20,-0.6,"C",16,0,25
"2493","species6",20,-0.6,"C",16,0,25
"2494","species6",20,-0.6,"C",16,0,25
"2495","species6",20,-0.6,"C",17,0,25
"2496","species6",20,-0.6,"C",17,1,25
"2497","species6",20,-0.6,"D",0,0,28
"2498","species6",20,-0.6,"D",2,0,28
"2499","species6",20,-0.6,"D",4,1,28
"2500","species6",20,-0.6,"D",5,1,28
"2501","species6",20,-0.6,"D",6,1,28
"2502","species6",20,-0.6,"D",8,0,28
"2503","species6",20,-0.6,"D",9,1,28
"2504","species6",20,-0.6,"D",9,0,28
"2505","species6",20,-0.6,"D",10,0,28
"2506","species6",20,-0.6,"D",10,1,28
"2507","species6",20,-0.6,"D",11,2,28
"2508","species6",20,-0.6,"D",12,1,28
"2509","species6",20,-0.6,"D",14,0,28
"2510","species6",20,-0.6,"D",14,0,28
"2511","species6",20,-0.6,"D",14,0,28
"2512","species6",20,-0.6,"D",14,0,28
"2513","species6",20,-0.6,"D",14,1,28
"2514","species6",20,-0.6,"D",14,0,28
"2515","species6",20,-0.6,"D",14,0,28
"2516","species6",20,-0.6,"D",14,0,28
"2517","species6",20,-0.6,"D",15,0,28
"2518","species6",20,-0.6,"D",15,1,28
"2519","species6",20,-0.6,"D",15,1,28
"2520","species6",20,-0.6,"D",16,1,28
"2521","species6",20,-0.6,"D",16,0,28
"2522","species6",20,-0.6,"D",16,0,28
"2523","species6",20,-0.6,"D",16,1,28
"2524","species6",20,-0.6,"D",16,0,28
"2525","species6",20,-0.6,"D",17,0,28
"2526","species6",20,-0.6,"D",17,0,28
"2527","species6",20,-0.6,"D",17,0,28
"2528","species6",20,-0.6,"D",17,0,28
"2529","species6",20,-0.6,"D",17,0,28
"2530","species6",20,-0.6,"D",18,0,28
"2531","species6",20,-0.6,"D",18,0,28
"2532","species6",20,-0.6,"D",18,0,28
"2533","species6",20,-0.6,"D",18,0,28
"2534","species6",20,-0.6,"D",18,0,28
"2535","species6",20,-0.6,"D",19,0,28
"2536","species6",20,-0.6,"D",20,1,28
"2537","species6",20,-0.6,"D",20,0,28
"2538","species6",20,-0.6,"D",20,0,28
"2539","species6",20,-0.6,"D",22,3,28
"2540","species6",20,-0.6,"D",27,0,28
"2541","species6",20,-0.6,"D",29,2,28
"2542","species6",20,-0.8,"A",0,0,22
"2543","species6",20,-0.8,"A",2,0,22
"2544","species6",20,-0.8,"A",4,0,22
"2545","species6",20,-0.8,"A",5,0,22
"2546","species6",20,-0.8,"A",6,0,22
"2547","species6",20,-0.8,"A",8,0,22
"2548","species6",20,-0.8,"A",9,1,22
"2549","species6",20,-0.8,"A",9,0,22
"2550","species6",20,-0.8,"A",10,0,22
"2551","species6",20,-0.8,"A",10,1,22
"2552","species6",20,-0.8,"A",11,0,22
"2553","species6",20,-0.8,"A",12,0,22
"2554","species6",20,-0.8,"A",14,3,22
"2555","species6",20,-0.8,"A",14,3,22
"2556","species6",20,-0.8,"A",14,0,22
"2557","species6",20,-0.8,"A",14,0,22
"2558","species6",20,-0.8,"A",14,1,22
"2559","species6",20,-0.8,"A",14,0,22
"2560","species6",20,-0.8,"A",14,0,22
"2561","species6",20,-0.8,"A",14,0,22
"2562","species6",20,-0.8,"A",15,0,22
"2563","species6",20,-0.8,"A",15,0,22
"2564","species6",20,-0.8,"A",15,0,22
"2565","species6",20,-0.8,"A",16,0,22
"2566","species6",20,-0.8,"A",16,0,22
"2567","species6",20,-0.8,"A",16,0,22
"2568","species6",20,-0.8,"A",16,0,22
"2569","species6",20,-0.8,"A",16,0,22
"2570","species6",20,-0.8,"A",17,0,22
"2571","species6",20,-0.8,"A",17,0,22
"2572","species6",20,-0.8,"A",17,0,22
"2573","species6",20,-0.8,"A",17,0,22
"2574","species6",20,-0.8,"A",17,0,22
"2575","species6",20,-0.8,"A",18,0,22
"2576","species6",20,-0.8,"A",18,0,22
"2577","species6",20,-0.8,"A",18,0,22
"2578","species6",20,-0.8,"A",18,0,22
"2579","species6",20,-0.8,"A",18,0,22
"2580","species6",20,-0.8,"A",19,0,22
"2581","species6",20,-0.8,"A",20,0,22
"2582","species6",20,-0.8,"A",20,0,22
"2583","species6",20,-0.8,"A",20,0,22
"2584","species6",20,-0.8,"A",22,0,22
"2585","species6",20,-0.8,"A",27,0,22
"2586","species6",20,-0.8,"A",29,1,22
"2587","species6",20,-0.8,"A",34,1,22
"2588","species6",20,-0.8,"B",0,0,25
"2589","species6",20,-0.8,"B",2,0,25
"2590","species6",20,-0.8,"B",4,0,25
"2591","species6",20,-0.8,"B",5,0,25
"2592","species6",20,-0.8,"B",6,0,25
"2593","species6",20,-0.8,"B",8,0,25
"2594","species6",20,-0.8,"B",9,1,25
"2595","species6",20,-0.8,"B",9,0,25
"2596","species6",20,-0.8,"B",10,0,25
"2597","species6",20,-0.8,"B",10,0,25
"2598","species6",20,-0.8,"B",11,0,25
"2599","species6",20,-0.8,"B",12,1,25
"2600","species6",20,-0.8,"B",14,0,25
"2601","species6",20,-0.8,"B",14,0,25
"2602","species6",20,-0.8,"B",14,0,25
"2603","species6",20,-0.8,"B",14,0,25
"2604","species6",20,-0.8,"B",14,1,25
"2605","species6",20,-0.8,"B",14,0,25
"2606","species6",20,-0.8,"B",14,0,25
"2607","species6",20,-0.8,"B",14,0,25
"2608","species6",20,-0.8,"B",15,0,25
"2609","species6",20,-0.8,"B",15,0,25
"2610","species6",20,-0.8,"B",15,0,25
"2611","species6",20,-0.8,"B",16,0,25
"2612","species6",20,-0.8,"B",16,0,25
"2613","species6",20,-0.8,"B",16,0,25
"2614","species6",20,-0.8,"B",16,0,25
"2615","species6",20,-0.8,"B",16,0,25
"2616","species6",20,-0.8,"B",17,0,25
"2617","species6",20,-0.8,"B",17,0,25
"2618","species6",20,-0.8,"B",17,0,25
"2619","species6",20,-0.8,"B",17,0,25
"2620","species6",20,-0.8,"B",17,0,25
"2621","species6",20,-0.8,"B",18,0,25
"2622","species6",20,-0.8,"B",18,0,25
"2623","species6",20,-0.8,"B",18,0,25
"2624","species6",20,-0.8,"B",18,0,25
"2625","species6",20,-0.8,"B",18,0,25
"2626","species6",20,-0.8,"B",19,0,25
"2627","species6",20,-0.8,"B",20,0,25
"2628","species6",20,-0.8,"B",20,0,25
"2629","species6",20,-0.8,"B",20,0,25
"2630","species6",20,-0.8,"B",22,0,25
"2631","species6",20,-0.8,"B",27,0,25
"2632","species6",20,-0.8,"B",29,0,25
"2633","species6",20,-0.8,"B",34,0,25
"2634","species6",20,-0.8,"B",39,3,25
"2635","species6",20,-0.8,"B",47,1,25
"2636","species6",20,-0.8,"C",0,0,24
"2637","species6",20,-0.8,"C",2,0,24
"2638","species6",20,-0.8,"C",4,0,24
"2639","species6",20,-0.8,"C",5,0,24
"2640","species6",20,-0.8,"C",6,0,24
"2641","species6",20,-0.8,"C",8,0,24
"2642","species6",20,-0.8,"C",9,0,24
"2643","species6",20,-0.8,"C",9,0,24
"2644","species6",20,-0.8,"C",10,0,24
"2645","species6",20,-0.8,"C",10,2,24
"2646","species6",20,-0.8,"C",11,0,24
"2647","species6",20,-0.8,"C",12,2,24
"2648","species6",20,-0.8,"C",14,0,24
"2649","species6",20,-0.8,"C",14,0,24
"2650","species6",20,-0.8,"C",14,0,24
"2651","species6",20,-0.8,"C",14,0,24
"2652","species6",20,-0.8,"C",14,1,24
"2653","species6",20,-0.8,"C",14,0,24
"2654","species6",20,-0.8,"C",14,0,24
"2655","species6",20,-0.8,"C",14,0,24
"2656","species6",20,-0.8,"C",15,0,24
"2657","species6",20,-0.8,"C",15,0,24
"2658","species6",20,-0.8,"C",15,0,24
"2659","species6",20,-0.8,"C",16,0,24
"2660","species6",20,-0.8,"C",16,0,24
"2661","species6",20,-0.8,"C",16,0,24
"2662","species6",20,-0.8,"C",16,0,24
"2663","species6",20,-0.8,"C",16,0,24
"2664","species6",20,-0.8,"C",17,0,24
"2665","species6",20,-0.8,"C",17,0,24
"2666","species6",20,-0.8,"C",17,0,24
"2667","species6",20,-0.8,"C",17,0,24
"2668","species6",20,-0.8,"C",17,0,24
"2669","species6",20,-0.8,"C",18,0,24
"2670","species6",20,-0.8,"C",18,0,24
"2671","species6",20,-0.8,"C",18,0,24
"2672","species6",20,-0.8,"C",18,0,24
"2673","species6",20,-0.8,"C",18,0,24
"2674","species6",20,-0.8,"C",19,0,24
"2675","species6",20,-0.8,"C",20,0,24
"2676","species6",20,-0.8,"C",20,0,24
"2677","species6",20,-0.8,"C",20,0,24
"2678","species6",20,-0.8,"C",22,0,24
"2679","species6",20,-0.8,"C",27,0,24
"2680","species6",20,-0.8,"C",29,1,24
"2681","species6",20,-0.8,"C",34,1,24
"2682","species6",20,-0.8,"C",39,5,24
"2683","species6",20,-0.8,"C",47,2,24
"2684","species6",20,-0.8,"D",0,0,25
"2685","species6",20,-0.8,"D",2,0,25
"2686","species6",20,-0.8,"D",4,0,25
"2687","species6",20,-0.8,"D",5,0,25
"2688","species6",20,-0.8,"D",6,0,25
"2689","species6",20,-0.8,"D",8,1,25
"2690","species6",20,-0.8,"D",9,0,25
"2691","species6",20,-0.8,"D",9,0,25
"2692","species6",20,-0.8,"D",10,0,25
"2693","species6",20,-0.8,"D",10,0,25
"2694","species6",20,-0.8,"D",11,0,25
"2695","species6",20,-0.8,"D",12,0,25
"2696","species6",20,-0.8,"D",14,0,25
"2697","species6",20,-0.8,"D",14,0,25
"2698","species6",20,-0.8,"D",14,0,25
"2699","species6",20,-0.8,"D",14,0,25
"2700","species6",20,-0.8,"D",14,0,25
"2701","species6",20,-0.8,"D",14,0,25
"2702","species6",20,-0.8,"D",14,0,25
"2703","species6",20,-0.8,"D",14,0,25
"2704","species6",20,-0.8,"D",15,0,25
"2705","species6",20,-0.8,"D",15,0,25
"2706","species6",20,-0.8,"D",15,0,25
"2707","species6",20,-0.8,"D",16,0,25
"2708","species6",20,-0.8,"D",16,0,25
"2709","species6",20,-0.8,"D",16,0,25
"2710","species6",20,-0.8,"D",16,0,25
"2711","species6",20,-0.8,"D",16,0,25
"2712","species6",20,-0.8,"D",17,0,25
"2713","species6",20,-0.8,"D",17,0,25
"2714","species6",20,-0.8,"D",17,0,25
"2715","species6",20,-0.8,"D",17,0,25
"2716","species6",20,-0.8,"D",17,0,25
"2717","species6",20,-0.8,"D",18,0,25
"2718","species6",20,-0.8,"D",18,0,25
"2719","species6",20,-0.8,"D",18,0,25
"2720","species6",20,-0.8,"D",18,0,25
"2721","species6",20,-0.8,"D",18,0,25
"2722","species6",20,-0.8,"D",19,0,25
"2723","species6",20,-0.8,"D",20,0,25
"2724","species6",20,-0.8,"D",20,0,25
"2725","species6",20,-0.8,"D",20,0,25
"2726","species6",20,-0.8,"D",22,0,25
"2727","species6",20,-0.8,"D",27,1,25
"2728","species6",20,-0.8,"D",29,1,25
"2729","species6",20,-0.8,"D",34,1,25
"2730","species6",20,-0.8,"D",39,6,25
"2731","species6",20,-0.8,"D",47,2,25
"2732","species6",20,-0.8,"D",54,0,25
"2733","species6",20,-0.8,"D",68,0,25
"2734","species6",20,-0.8,"D",73,1,19
"2735","species6",20,-1,"A",0,0,25
"2736","species6",20,-1,"A",2,0,25
"2737","species6",20,-1,"A",4,0,25
"2738","species6",20,-1,"A",5,0,25
"2739","species6",20,-1,"A",6,0,25
"2740","species6",20,-1,"A",8,0,25
"2741","species6",20,-1,"A",9,0,25
"2742","species6",20,-1,"A",9,0,25
"2743","species6",20,-1,"A",10,0,25
"2744","species6",20,-1,"A",10,0,25
"2745","species6",20,-1,"A",11,0,25
"2746","species6",20,-1,"A",12,0,25
"2747","species6",20,-1,"A",14,1,25
"2748","species6",20,-1,"A",14,0,25
"2749","species6",20,-1,"A",14,0,25
"2750","species6",20,-1,"A",14,0,25
"2751","species6",20,-1,"A",14,0,25
"2752","species6",20,-1,"A",14,0,25
"2753","species6",20,-1,"A",14,0,25
"2754","species6",20,-1,"A",14,0,25
"2755","species6",20,-1,"A",15,0,25
"2756","species6",20,-1,"A",15,0,25
"2757","species6",20,-1,"A",15,0,25
"2758","species6",20,-1,"A",16,0,25
"2759","species6",20,-1,"A",16,0,25
"2760","species6",20,-1,"A",16,0,25
"2761","species6",20,-1,"A",16,1,25
"2762","species6",20,-1,"A",16,0,25
"2763","species6",20,-1,"A",17,0,25
"2764","species6",20,-1,"A",17,0,25
"2765","species6",20,-1,"A",17,0,25
"2766","species6",20,-1,"A",17,0,25
"2767","species6",20,-1,"A",17,0,25
"2768","species6",20,-1,"A",18,0,25
"2769","species6",20,-1,"A",18,0,25
"2770","species6",20,-1,"A",18,0,25
"2771","species6",20,-1,"A",18,0,25
"2772","species6",20,-1,"A",18,0,25
"2773","species6",20,-1,"A",19,0,25
"2774","species6",20,-1,"A",20,0,25
"2775","species6",20,-1,"A",20,0,25
"2776","species6",20,-1,"A",20,0,25
"2777","species6",20,-1,"A",22,0,25
"2778","species6",20,-1,"A",27,0,25
"2779","species6",20,-1,"A",29,0,25
"2780","species6",20,-1,"A",34,2,25
"2781","species6",20,-1,"B",0,0,25
"2782","species6",20,-1,"B",2,0,25
"2783","species6",20,-1,"B",4,0,25
"2784","species6",20,-1,"B",5,0,25
"2785","species6",20,-1,"B",6,0,25
"2786","species6",20,-1,"B",8,0,25
"2787","species6",20,-1,"B",9,0,25
"2788","species6",20,-1,"B",9,0,25
"2789","species6",20,-1,"B",10,0,25
"2790","species6",20,-1,"B",10,0,25
"2791","species6",20,-1,"B",11,0,25
"2792","species6",20,-1,"B",12,0,25
"2793","species6",20,-1,"B",14,0,25
"2794","species6",20,-1,"B",14,0,25
"2795","species6",20,-1,"B",14,0,25
"2796","species6",20,-1,"B",14,0,25
"2797","species6",20,-1,"B",14,0,25
"2798","species6",20,-1,"B",14,0,25
"2799","species6",20,-1,"B",14,0,25
"2800","species6",20,-1,"B",14,0,25
"2801","species6",20,-1,"B",15,0,25
"2802","species6",20,-1,"B",15,0,25
"2803","species6",20,-1,"B",15,0,25
"2804","species6",20,-1,"B",16,0,25
"2805","species6",20,-1,"B",16,0,25
"2806","species6",20,-1,"B",16,0,25
"2807","species6",20,-1,"B",16,0,25
"2808","species6",20,-1,"B",16,0,25
"2809","species6",20,-1,"B",17,0,25
"2810","species6",20,-1,"B",17,0,25
"2811","species6",20,-1,"B",17,0,25
"2812","species6",20,-1,"B",17,0,25
"2813","species6",20,-1,"B",17,0,25
"2814","species6",20,-1,"B",18,0,25
"2815","species6",20,-1,"B",18,0,25
"2816","species6",20,-1,"B",18,0,25
"2817","species6",20,-1,"B",18,0,25
"2818","species6",20,-1,"B",18,0,25
"2819","species6",20,-1,"B",19,0,25
"2820","species6",20,-1,"B",20,0,25
"2821","species6",20,-1,"B",20,0,25
"2822","species6",20,-1,"B",20,0,25
"2823","species6",20,-1,"B",22,0,25
"2824","species6",20,-1,"B",27,0,25
"2825","species6",20,-1,"B",29,0,25
"2826","species6",20,-1,"B",34,1,25
"2827","species6",20,-1,"C",0,0,25
"2828","species6",20,-1,"C",2,0,25
"2829","species6",20,-1,"C",4,0,25
"2830","species6",20,-1,"C",5,0,25
"2831","species6",20,-1,"C",6,0,25
"2832","species6",20,-1,"C",8,0,25
"2833","species6",20,-1,"C",9,0,25
"2834","species6",20,-1,"C",9,0,25
"2835","species6",20,-1,"C",10,0,25
"2836","species6",20,-1,"C",10,0,25
