"","species","temperature","psi","dish","times","germinated","germinable"
"657","species5",20,-0.3,"C",2,2,23
"658","species5",20,-0.3,"C",2,0,23
"659","species5",20,-0.3,"C",2,2,23
"660","species5",20,-0.3,"C",3,2,23
"661","species5",20,-0.3,"C",3,0,23
"662","species5",20,-0.3,"C",4,0,23
"663","species5",20,-0.3,"C",4,0,23
"664","species5",20,-0.3,"C",5,0,23
"665","species5",20,-0.3,"C",5,0,23
"666","species5",20,-0.3,"C",6,0,23
"667","species5",20,-0.3,"C",10,0,23
"668","species5",20,-0.3,"C",20,0,23
"669","species5",20,-0.3,"C",31,0,23
"670","species5",20,-0.3,"C",45,0,23
"671","species5",20,-0.3,"D",0,0,25
"672","species5",20,-0.3,"D",1,0,25
"673","species5",20,-0.3,"D",1,0,25
"674","species5",20,-0.3,"D",1,1,25
"675","species5",20,-0.3,"D",2,0,25
"676","species5",20,-0.3,"D",2,12,25
"677","species5",20,-0.3,"D",2,2,25
"678","species5",20,-0.3,"D",2,0,25
"679","species5",20,-0.3,"D",2,0,25
"680","species5",20,-0.3,"D",3,1,25
"681","species5",20,-0.3,"D",3,0,25
"682","species5",20,-0.3,"D",4,0,25
"683","species5",20,-0.3,"D",4,0,25
"684","species5",20,-0.3,"D",5,0,25
"685","species5",20,-0.3,"D",5,1,25
"686","species5",20,-0.3,"D",6,0,25
"687","species5",20,-0.3,"D",10,0,25
"688","species5",20,-0.3,"D",20,0,25
"689","species5",20,-0.3,"D",31,0,25
"690","species5",20,-0.3,"D",45,0,25
"691","species5",20,-0.4,"A",0,0,23
"692","species5",20,-0.4,"A",1,0,23
"693","species5",20,-0.4,"A",1,0,23
"694","species5",20,-0.4,"A",1,0,23
"695","species5",20,-0.4,"A",2,0,23
"696","species5",20,-0.4,"A",2,2,23
"697","species5",20,-0.4,"A",2,0,23
"698","species5",20,-0.4,"A",2,0,23
"699","species5",20,-0.4,"A",2,1,23
"700","species5",20,-0.4,"A",3,0,23
"701","species5",20,-0.4,"A",3,0,23
"702","species5",20,-0.4,"A",4,0,23
"703","species5",20,-0.4,"A",4,0,23
"704","species5",20,-0.4,"A",5,0,23
"705","species5",20,-0.4,"A",5,0,23
"706","species5",20,-0.4,"A",6,0,23
"707","species5",20,-0.4,"A",10,0,23
"708","species5",20,-0.4,"A",20,0,23
"709","species5",20,-0.4,"A",31,0,23
"710","species5",20,-0.4,"A",45,0,23
"711","species5",20,-0.4,"B",0,0,22
"712","species5",20,-0.4,"B",1,0,22
"713","species5",20,-0.4,"B",1,0,22
"714","species5",20,-0.4,"B",1,0,22
"715","species5",20,-0.4,"B",2,0,22
"716","species5",20,-0.4,"B",2,1,22
"717","species5",20,-0.4,"B",2,0,22
"718","species5",20,-0.4,"B",2,0,22
"719","species5",20,-0.4,"B",2,0,22
"720","species5",20,-0.4,"B",3,0,22
"721","species5",20,-0.4,"B",3,0,22
"722","species5",20,-0.4,"B",4,0,22
"723","species5",20,-0.4,"B",4,0,22
"724","species5",20,-0.4,"B",5,0,22
"725","species5",20,-0.4,"B",5,0,22
"726","species5",20,-0.4,"B",6,0,22
"727","species5",20,-0.4,"B",10,0,22
"728","species5",20,-0.4,"B",20,0,22
"729","species5",20,-0.4,"B",31,0,22
"730","species5",20,-0.4,"B",45,0,22
"731","species5",20,-0.4,"C",0,0,20
"732","species5",20,-0.4,"C",1,0,20
"733","species5",20,-0.4,"C",1,0,20
"734","species5",20,-0.4,"C",1,0,20
"735","species5",20,-0.4,"C",2,0,20
"736","species5",20,-0.4,"C",2,0,20
"737","species5",20,-0.4,"C",2,0,20
"738","species5",20,-0.4,"C",2,0,20
"739","species5",20,-0.4,"C",2,0,20
"740","species5",20,-0.4,"C",3,0,20
"741","species5",20,-0.4,"C",3,0,20
"742","species5",20,-0.4,"C",4,0,20
"743","species5",20,-0.4,"C",4,1,20
"744","species5",20,-0.4,"C",5,0,20
"745","species5",20,-0.4,"C",5,0,20
"746","species5",20,-0.4,"C",6,0,20
"747","species5",20,-0.4,"C",10,0,20
"748","species5",20,-0.4,"C",20,0,20
"749","species5",20,-0.4,"C",31,0,20
"750","species5",20,-0.4,"C",45,0,20
"751","species5",20,-0.4,"D",0,0,19
"752","species5",20,-0.4,"D",1,0,19
"753","species5",20,-0.4,"D",1,0,19
"754","species5",20,-0.4,"D",1,0,19
"755","species5",20,-0.4,"D",2,0,19
"756","species5",20,-0.4,"D",2,0,19
"757","species5",20,-0.4,"D",2,0,19
"758","species5",20,-0.4,"D",2,0,19
"759","species5",20,-0.4,"D",2,0,19
"760","species5",20,-0.4,"D",3,0,19
"761","species5",20,-0.4,"D",3,0,19
"762","species5",20,-0.4,"D",4,0,19
"763","species5",20,-0.4,"D",4,0,19
"764","species5",20,-0.4,"D",5,0,19
"765","species5",20,-0.4,"D",5,0,19
"766","species5",20,-0.4,"D",6,0,19
"767","species5",20,-0.4,"D",10,0,19
"768","species5",20,-0.4,"D",20,0,19
"769","species5",20,-0.4,"D",31,0,19
"770","species5",20,-0.4,"D",45,0,19
"771","species5",20,-0.6,"A",0,0,23
"772","species5",20,-0.6,"A",1,0,23
"773","species5",20,-0.6,"A",1,0,23
"774","species5",20,-0.6,"A",1,0,23
"775","species5",20,-0.6,"A",2,0,23
"776","species5",20,-0.6,"A",2,4,23
"777","species5",20,-0.6,"A",2,0,23
"778","species5",20,-0.6,"A",2,0,23
"779","species5",20,-0.6,"A",2,0,23
"780","species5",20,-0.6,"A",3,2,23
"781","species5",20,-0.6,"A",3,0,23
"782","species5",20,-0.6,"A",4,0,23
"783","species5",20,-0.6,"A",4,0,23
"784","species5",20,-0.6,"A",5,0,23
"785","species5",20,-0.6,"A",5,0,23
"786","species5",20,-0.6,"A",6,0,23
"787","species5",20,-0.6,"A",10,1,23
"788","species5",20,-0.6,"A",20,1,23
"789","species5",20,-0.6,"A",31,0,23
"790","species5",20,-0.6,"A",45,0,23
"791","species5",20,-0.6,"B",0,0,25
"792","species5",20,-0.6,"B",1,0,25
"793","species5",20,-0.6,"B",1,0,25
"794","species5",20,-0.6,"B",1,0,25
"795","species5",20,-0.6,"B",2,0,25
"796","species5",20,-0.6,"B",2,1,25
"797","species5",20,-0.6,"B",2,0,25
"798","species5",20,-0.6,"B",2,0,25
"799","species5",20,-0.6,"B",2,0,25
"800","species5",20,-0.6,"B",3,5,25
"801","species5",20,-0.6,"B",3,1,25
"802","species5",20,-0.6,"B",4,0,25
"803","species5",20,-0.6,"B",4,0,25
"804","species5",20,-0.6,"B",5,0,25
"805","species5",20,-0.6,"B",5,0,25
"806","species5",20,-0.6,"B",6,0,25
"807","species5",20,-0.6,"B",10,0,25
"808","species5",20,-0.6,"B",20,0,25
"809","species5",20,-0.6,"B",31,0,25
"810","species5",20,-0.6,"B",45,0,25
"811","species5",20,-0.6,"C",0,0,24
"812","species5",20,-0.6,"C",1,0,24
"813","species5",20,-0.6,"C",1,0,24
"814","species5",20,-0.6,"C",1,0,24
"815","species5",20,-0.6,"C",2,0,24
"816","species5",20,-0.6,"C",2,2,24
"817","species5",20,-0.6,"C",2,1,24
"818","species5",20,-0.6,"C",2,2,24
"819","species5",20,-0.6,"C",2,0,24
"820","species5",20,-0.6,"C",3,0,24
"821","species5",20,-0.6,"C",3,0,24
"822","species5",20,-0.6,"C",4,0,24
"823","species5",20,-0.6,"C",4,1,24
"824","species5",20,-0.6,"C",5,0,24
"825","species5",20,-0.6,"C",5,0,24
"826","species5",20,-0.6,"C",6,0,24
"827","species5",20,-0.6,"C",10,0,24
"828","species5",20,-0.6,"C",20,2,24
"829","species5",20,-0.6,"C",31,0,24
"830","species5",20,-0.6,"C",45,0,24
"831","species5",20,-0.6,"D",0,0,25
"832","species5",20,-0.6,"D",1,0,25
"833","species5",20,-0.6,"D",1,0,25
"834","species5",20,-0.6,"D",1,0,25
"835","species5",20,-0.6,"D",2,0,25
"836","species5",20,-0.6,"D",2,1,25
"837","species5",20,-0.6,"D",2,2,25
"838","species5",20,-0.6,"D",2,1,25
"839","species5",20,-0.6,"D",2,3,25
"840","species5",20,-0.6,"D",3,1,25
"841","species5",20,-0.6,"D",3,1,25
"842","species5",20,-0.6,"D",4,0,25
"843","species5",20,-0.6,"D",4,0,25
"844","species5",20,-0.6,"D",5,0,25
"845","species5",20,-0.6,"D",5,0,25
"846","species5",20,-0.6,"D",6,0,25
"847","species5",20,-0.6,"D",10,0,25
"848","species5",20,-0.6,"D",20,0,25
"849","species5",20,-0.6,"D",31,1,25
"850","species5",20,-0.6,"D",45,0,25
"851","species5",20,-0.8,"A",0,0,21
"852","species5",20,-0.8,"A",1,0,21
"853","species5",20,-0.8,"A",1,0,21
"854","species5",20,-0.8,"A",1,0,21
"855","species5",20,-0.8,"A",2,0,21
"856","species5",20,-0.8,"A",2,0,21
"857","species5",20,-0.8,"A",2,1,21
"858","species5",20,-0.8,"A",2,0,21
"859","species5",20,-0.8,"A",2,1,21
"860","species5",20,-0.8,"A",3,5,21
"861","species5",20,-0.8,"A",3,1,21
"862","species5",20,-0.8,"A",4,0,21
"863","species5",20,-0.8,"A",4,0,21
"864","species5",20,-0.8,"A",5,0,21
"865","species5",20,-0.8,"A",5,1,21
"866","species5",20,-0.8,"A",6,0,21
"867","species5",20,-0.8,"A",10,0,21
"868","species5",20,-0.8,"A",20,0,21
"869","species5",20,-0.8,"A",31,0,21
"870","species5",20,-0.8,"A",45,0,21
"871","species5",20,-0.8,"B",0,0,21
"872","species5",20,-0.8,"B",1,0,21
"873","species5",20,-0.8,"B",1,0,21
"874","species5",20,-0.8,"B",1,0,21
"875","species5",20,-0.8,"B",2,0,21
"876","species5",20,-0.8,"B",2,0,21
"877","species5",20,-0.8,"B",2,2,21
"878","species5",20,-0.8,"B",2,0,21
"879","species5",20,-0.8,"B",2,0,21
"880","species5",20,-0.8,"B",3,2,21
"881","species5",20,-0.8,"B",3,0,21
"882","species5",20,-0.8,"B",4,0,21
"883","species5",20,-0.8,"B",4,0,21
"884","species5",20,-0.8,"B",5,0,21
"885","species5",20,-0.8,"B",5,0,21
"886","species5",20,-0.8,"B",6,0,21
"887","species5",20,-0.8,"B",10,2,21
"888","species5",20,-0.8,"B",20,1,21
"889","species5",20,-0.8,"B",31,0,21
"890","species5",20,-0.8,"B",45,0,21
"891","species5",20,-0.8,"C",0,0,24
"892","species5",20,-0.8,"C",1,0,24
"893","species5",20,-0.8,"C",1,0,24
"894","species5",20,-0.8,"C",1,0,24
"895","species5",20,-0.8,"C",2,0,24
"896","species5",20,-0.8,"C",2,1,24
"897","species5",20,-0.8,"C",2,2,24
"898","species5",20,-0.8,"C",2,0,24
"899","species5",20,-0.8,"C",2,1,24
"900","species5",20,-0.8,"C",3,5,24
"901","species5",20,-0.8,"C",3,0,24
"902","species5",20,-0.8,"C",4,0,24
"903","species5",20,-0.8,"C",4,1,24
"904","species5",20,-0.8,"C",5,0,24
"905","species5",20,-0.8,"C",5,0,24
"906","species5",20,-0.8,"C",6,0,24
"907","species5",20,-0.8,"C",10,2,24
"908","species5",20,-0.8,"C",20,0,24
"909","species5",20,-0.8,"C",31,0,24
"910","species5",20,-0.8,"C",45,0,24
"911","species5",20,-0.8,"D",0,0,17
"912","species5",20,-0.8,"D",1,0,17
"913","species5",20,-0.8,"D",1,0,17
"914","species5",20,-0.8,"D",1,0,17
"915","species5",20,-0.8,"D",2,0,17
"916","species5",20,-0.8,"D",2,0,17
"917","species5",20,-0.8,"D",2,0,17
"918","species5",20,-0.8,"D",2,0,17
"919","species5",20,-0.8,"D",2,2,17
"920","species5",20,-0.8,"D",3,1,17
"921","species5",20,-0.8,"D",3,0,17
"922","species5",20,-0.8,"D",4,0,17
"923","species5",20,-0.8,"D",4,1,17
"924","species5",20,-0.8,"D",5,1,17
"925","species5",20,-0.8,"D",5,0,17
"926","species5",20,-0.8,"D",6,0,17
"927","species5",20,-0.8,"D",10,3,17
"928","species5",20,-0.8,"D",20,0,17
"929","species5",20,-0.8,"D",31,0,17
"930","species5",20,-0.8,"D",45,0,17
"931","species5",20,-1,"A",0,0,24
"932","species5",20,-1,"A",1,0,24
"933","species5",20,-1,"A",1,0,24
"934","species5",20,-1,"A",1,0,24
"935","species5",20,-1,"A",2,0,24
"936","species5",20,-1,"A",2,0,24
"937","species5",20,-1,"A",2,0,24
"938","species5",20,-1,"A",2,1,24
"939","species5",20,-1,"A",2,1,24
"940","species5",20,-1,"A",3,2,24
"941","species5",20,-1,"A",3,0,24
"942","species5",20,-1,"A",4,0,24
"943","species5",20,-1,"A",4,1,24
"944","species5",20,-1,"A",5,0,24
"945","species5",20,-1,"A",5,2,24
"946","species5",20,-1,"A",6,0,24
"947","species5",20,-1,"A",10,1,24
"948","species5",20,-1,"A",20,1,24
"949","species5",20,-1,"A",31,0,24
"950","species5",20,-1,"A",45,0,24
"951","species5",20,-1,"B",0,0,21
"952","species5",20,-1,"B",1,0,21
"953","species5",20,-1,"B",1,0,21
"954","species5",20,-1,"B",1,0,21
"955","species5",20,-1,"B",2,0,21
"956","species5",20,-1,"B",2,0,21
"957","species5",20,-1,"B",2,0,21
"958","species5",20,-1,"B",2,0,21
"959","species5",20,-1,"B",2,0,21
"960","species5",20,-1,"B",3,2,21
"961","species5",20,-1,"B",3,0,21
"962","species5",20,-1,"B",4,0,21
"963","species5",20,-1,"B",4,1,21
"964","species5",20,-1,"B",5,0,21
"965","species5",20,-1,"B",5,0,21
"966","species5",20,-1,"B",6,0,21
"967","species5",20,-1,"B",10,1,21
"968","species5",20,-1,"B",20,0,21
"969","species5",20,-1,"B",31,0,21
"970","species5",20,-1,"B",45,0,21
"971","species5",20,-1,"C",0,0,23
"972","species5",20,-1,"C",1,0,23
"973","species5",20,-1,"C",1,0,23
"974","species5",20,-1,"C",1,0,23
"975","species5",20,-1,"C",2,0,23
"976","species5",20,-1,"C",2,0,23
"977","species5",20,-1,"C",2,1,23
"978","species5",20,-1,"C",2,0,23
"979","species5",20,-1,"C",2,0,23
"980","species5",20,-1,"C",3,1,23
"981","species5",20,-1,"C",3,0,23
"982","species5",20,-1,"C",4,0,23
"983","species5",20,-1,"C",4,1,23
"984","species5",20,-1,"C",5,2,23
"985","species5",20,-1,"C",5,0,23
"986","species5",20,-1,"C",6,0,23
"987","species5",20,-1,"C",10,1,23
"988","species5",20,-1,"C",20,0,23
"989","species5",20,-1,"C",31,0,23
"990","species5",20,-1,"C",45,0,23
"991","species5",20,-1,"D",0,0,24
"992","species5",20,-1,"D",1,0,24
"993","species5",20,-1,"D",1,0,24
"994","species5",20,-1,"D",1,0,24
"995","species5",20,-1,"D",2,0,24
"996","species5",20,-1,"D",2,0,24
"997","species5",20,-1,"D",2,0,24
"998","species5",20,-1,"D",2,0,24
"999","species5",20,-1,"D",2,0,24
"1000","species5",20,-1,"D",3,1,24
"1001","species5",20,-1,"D",3,1,24
"1002","species5",20,-1,"D",4,2,24
"1003","species5",20,-1,"D",4,0,24
"1004","species5",20,-1,"D",5,2,24
"1005","species5",20,-1,"D",5,1,24
"1006","species5",20,-1,"D",6,0,24
"1007","species5",20,-1,"D",10,0,24
"1008","species5",20,-1,"D",20,1,24
"1009","species5",20,-1,"D",31,0,24
"1010","species5",20,-1,"D",45,0,24
"1011","species2",20,-0.2,"A",2,0,25
"1012","species2",20,-0.2,"A",6,0,25
"1013","species2",20,-0.2,"A",10,0,25
"1014","species2",20,-0.2,"A",15,0,25
"1015","species2",20,-0.2,"A",18,0,25
"1016","species2",20,-0.2,"A",23,0,25
"1017","species2",20,-0.2,"A",30,7,25
"1018","species2",20,-0.2,"A",35,3,25
"1019","species2",20,-0.2,"A",40,2,25
"1020","species2",20,-0.2,"A",48,4,25
"1021","species2",20,-0.2,"A",51,3,25
"1022","species2",20,-0.2,"A",55,3,25
"1023","species2",20,-0.2,"A",58,0,25
"1024","species2",20,-0.2,"A",65,1,25
"1025","species2",20,-0.2,"A",71,1,25
"1026","species2",20,-0.2,"A",75,1,25
"1027","species2",20,-0.2,"B",2,0,24
"1028","species2",20,-0.2,"B",6,0,24
"1029","species2",20,-0.2,"B",10,0,24
"1030","species2",20,-0.2,"B",15,0,24
"1031","species2",20,-0.2,"B",18,0,24
"1032","species2",20,-0.2,"B",23,0,24
"1033","species2",20,-0.2,"B",30,10,24
"1034","species2",20,-0.2,"B",35,1,24
"1035","species2",20,-0.2,"B",40,4,24
"1036","species2",20,-0.2,"B",48,6,24
"1037","species2",20,-0.2,"B",51,1,24
"1038","species2",20,-0.2,"B",55,1,24
"1039","species2",20,-0.2,"B",58,1,24
"1040","species2",20,-0.2,"C",2,0,25
"1041","species2",20,-0.2,"C",6,0,25
"1042","species2",20,-0.2,"C",10,0,25
"1043","species2",20,-0.2,"C",15,0,25
"1044","species2",20,-0.2,"C",18,0,25
"1045","species2",20,-0.2,"C",23,0,25
"1046","species2",20,-0.2,"C",30,7,25
"1047","species2",20,-0.2,"C",35,2,25
"1048","species2",20,-0.2,"C",40,1,25
"1049","species2",20,-0.2,"C",48,8,25
"1050","species2",20,-0.2,"C",51,3,25
"1051","species2",20,-0.2,"C",55,1,25
"1052","species2",20,-0.2,"C",58,0,25
"1053","species2",20,-0.2,"C",65,0,25
"1054","species2",20,-0.2,"C",71,0,25
"1055","species2",20,-0.2,"C",75,1,25
"1056","species2",20,-0.2,"C",80,2,25
"1057","species2",20,-0.2,"D",2,0,25
"1058","species2",20,-0.2,"D",6,0,25
"1059","species2",20,-0.2,"D",10,0,25
"1060","species2",20,-0.2,"D",15,0,25
"1061","species2",20,-0.2,"D",18,0,25
"1062","species2",20,-0.2,"D",23,0,25
"1063","species2",20,-0.2,"D",30,8,25
"1064","species2",20,-0.2,"D",35,2,25
"1065","species2",20,-0.2,"D",40,2,25
"1066","species2",20,-0.2,"D",48,6,25
"1067","species2",20,-0.2,"D",51,1,25
"1068","species2",20,-0.2,"D",55,0,25
"1069","species2",20,-0.2,"D",58,1,25
"1070","species2",20,-0.2,"D",65,2,25
"1071","species2",20,-0.2,"D",71,2,25
"1072","species2",20,-0.2,"D",75,1,25
"1073","species2",20,-0.4,"A",2,0,25
"1074","species2",20,-0.4,"A",6,0,25
"1075","species2",20,-0.4,"A",10,0,25
"1076","species2",20,-0.4,"A",15,0,25
"1077","species2",20,-0.4,"A",18,0,25
"1078","species2",20,-0.4,"A",23,0,25
"1079","species2",20,-0.4,"A",30,8,25
"1080","species2",20,-0.4,"A",35,3,25
"1081","species2",20,-0.4,"A",40,1,25
"1082","species2",20,-0.4,"A",48,7,25
"1083","species2",20,-0.4,"A",51,1,25
"1084","species2",20,-0.4,"A",55,1,25
"1085","species2",20,-0.4,"A",58,0,25
"1086","species2",20,-0.4,"A",65,1,25
"1087","species2",20,-0.4,"A",71,2,25
"1088","species2",20,-0.4,"A",75,1,25
"1089","species2",20,-0.4,"B",2,0,25
"1090","species2",20,-0.4,"B",6,0,25
"1091","species2",20,-0.4,"B",10,0,25
"1092","species2",20,-0.4,"B",15,0,25
"1093","species2",20,-0.4,"B",18,0,25
"1094","species2",20,-0.4,"B",23,0,25
"1095","species2",20,-0.4,"B",30,6,25
"1096","species2",20,-0.4,"B",35,1,25
"1097","species2",20,-0.4,"B",40,0,25
"1098","species2",20,-0.4,"B",48,5,25
"1099","species2",20,-0.4,"B",51,3,25
"1100","species2",20,-0.4,"B",55,0,25
"1101","species2",20,-0.4,"B",58,2,25
"1102","species2",20,-0.4,"B",65,2,25
"1103","species2",20,-0.4,"B",71,2,25
"1104","species2",20,-0.4,"B",75,4,25
"1105","species2",20,-0.4,"C",2,0,25
"1106","species2",20,-0.4,"C",6,0,25
"1107","species2",20,-0.4,"C",10,0,25
"1108","species2",20,-0.4,"C",15,0,25
"1109","species2",20,-0.4,"C",18,0,25
"1110","species2",20,-0.4,"C",23,0,25
"1111","species2",20,-0.4,"C",30,5,25
"1112","species2",20,-0.4,"C",35,1,25
"1113","species2",20,-0.4,"C",40,3,25
"1114","species2",20,-0.4,"C",48,5,25
"1115","species2",20,-0.4,"C",51,5,25
"1116","species2",20,-0.4,"C",55,2,25
"1117","species2",20,-0.4,"C",58,0,25
"1118","species2",20,-0.4,"C",65,1,25
"1119","species2",20,-0.4,"C",71,1,25
"1120","species2",20,-0.4,"C",75,0,25
"1121","species2",20,-0.4,"C",80,1,25
"1122","species2",20,-0.4,"C",90,0,25
"1123","species2",20,-0.4,"C",94,0,25
"1124","species2",20,-0.4,"C",100,1,25
"1125","species2",20,-0.4,"D",2,0,25
"1126","species2",20,-0.4,"D",6,0,25
"1127","species2",20,-0.4,"D",10,0,25
"1128","species2",20,-0.4,"D",15,0,25
"1129","species2",20,-0.4,"D",18,0,25
"1130","species2",20,-0.4,"D",23,0,25
"1131","species2",20,-0.4,"D",30,6,25
"1132","species2",20,-0.4,"D",35,0,25
"1133","species2",20,-0.4,"D",40,3,25
"1134","species2",20,-0.4,"D",48,4,25
"1135","species2",20,-0.4,"D",51,2,25
"1136","species2",20,-0.4,"D",55,1,25
"1137","species2",20,-0.4,"D",58,2,25
"1138","species2",20,-0.4,"D",65,0,25
"1139","species2",20,-0.4,"D",71,1,25
"1140","species2",20,-0.4,"D",75,2,25
"1141","species2",20,-0.4,"D",80,1,25
"1142","species2",20,-0.4,"D",90,0,25
"1143","species2",20,-0.4,"D",94,1,25
"1144","species2",20,-0.4,"D",100,2,25
"1145","species2",20,-0.6,"A",2,0,25
"1146","species2",20,-0.6,"A",6,0,25
"1147","species2",20,-0.6,"A",10,0,25
"1148","species2",20,-0.6,"A",15,0,25
"1149","species2",20,-0.6,"A",18,0,25
"1150","species2",20,-0.6,"A",23,0,25
"1151","species2",20,-0.6,"A",30,1,25
"1152","species2",20,-0.6,"A",35,3,25
"1153","species2",20,-0.6,"A",40,2,25
"1154","species2",20,-0.6,"A",48,3,25
"1155","species2",20,-0.6,"A",51,0,25
"1156","species2",20,-0.6,"A",55,0,25
"1157","species2",20,-0.6,"A",58,0,25
"1158","species2",20,-0.6,"A",65,1,25
"1159","species2",20,-0.6,"A",71,2,25
"1160","species2",20,-0.6,"A",75,3,25
"1161","species2",20,-0.6,"A",80,2,25
"1162","species2",20,-0.6,"A",90,0,25
"1163","species2",20,-0.6,"A",94,1,25
"1164","species2",20,-0.6,"A",100,0,25
"1165","species2",20,-0.6,"A",106,2,25
"1166","species2",20,-0.6,"A",114,0,25
"1167","species2",20,-0.6,"A",118,0,25
"1168","species2",20,-0.6,"A",124,1,25
"1169","species2",20,-0.6,"A",129,0,25
"1170","species2",20,-0.6,"A",137,0,25
"1171","species2",20,-0.6,"A",143,0,25
"1172","species2",20,-0.6,"A",149,2,25
"1173","species2",20,-0.6,"A",152,0,25
"1174","species2",20,-0.6,"A",162,0,25
"1175","species2",20,-0.6,"A",168,0,25
"1176","species2",20,-0.6,"A",172,0,25
"1177","species2",20,-0.6,"A",177,0,25
"1178","species2",20,-0.6,"A",186,0,25
"1179","species2",20,-0.6,"A",191,0,25
"1180","species2",20,-0.6,"A",200,0,25
"1181","species2",20,-0.6,"A",204,0,25
"1182","species2",20,-0.6,"A",215,0,25
"1183","species2",20,-0.6,"A",223,0,25
"1184","species2",20,-0.6,"A",231,0,25
"1185","species2",20,-0.6,"A",258,0,25
"1186","species2",20,-0.6,"A",356,1,25
"1187","species2",20,-0.6,"A",427,0,25
"1188","species2",20,-0.6,"A",573,0,25
"1189","species2",20,-0.6,"A",832,1,25
"1190","species2",20,-0.6,"B",2,0,25
"1191","species2",20,-0.6,"B",6,0,25
"1192","species2",20,-0.6,"B",10,0,25
"1193","species2",20,-0.6,"B",15,0,25
"1194","species2",20,-0.6,"B",18,0,25
"1195","species2",20,-0.6,"B",23,0,25
"1196","species2",20,-0.6,"B",30,0,25
"1197","species2",20,-0.6,"B",35,2,25
"1198","species2",20,-0.6,"B",40,1,25
"1199","species2",20,-0.6,"B",48,6,25
"1200","species2",20,-0.6,"B",51,2,25
"1201","species2",20,-0.6,"B",55,4,25
"1202","species2",20,-0.6,"B",58,0,25
"1203","species2",20,-0.6,"B",65,0,25
"1204","species2",20,-0.6,"B",71,4,25
"1205","species2",20,-0.6,"B",75,1,25
"1206","species2",20,-0.6,"B",80,3,25
"1207","species2",20,-0.6,"B",90,0,25
"1208","species2",20,-0.6,"B",94,0,25
"1209","species2",20,-0.6,"B",100,0,25
"1210","species2",20,-0.6,"B",106,0,25
"1211","species2",20,-0.6,"B",114,0,25
"1212","species2",20,-0.6,"B",118,0,25
"1213","species2",20,-0.6,"B",124,1,25
"1214","species2",20,-0.6,"B",129,0,25
"1215","species2",20,-0.6,"B",137,0,25
"1216","species2",20,-0.6,"B",143,0,25
"1217","species2",20,-0.6,"B",149,0,25
"1218","species2",20,-0.6,"B",152,0,25
"1219","species2",20,-0.6,"B",162,0,25
"1220","species2",20,-0.6,"B",168,0,25
"1221","species2",20,-0.6,"B",172,0,25
"1222","species2",20,-0.6,"B",177,0,25
"1223","species2",20,-0.6,"B",186,0,25
"1224","species2",20,-0.6,"B",191,0,25
"1225","species2",20,-0.6,"B",200,1,25
"1226","species2",20,-0.6,"C",2,0,25
"1227","species2",20,-0.6,"C",6,0,25
"1228","species2",20,-0.6,"C",10,0,25
"1229","species2",20,-0.6,"C",15,0,25
"1230","species2",20,-0.6,"C",18,0,25
"1231","species2",20,-0.6,"C",23,0,25
"1232","species2",20,-0.6,"C",30,1,25
"1233","species2",20,-0.6,"C",35,0,25
"1234","species2",20,-0.6,"C",40,4,25
"1235","species2",20,-0.6,"C",48,2,25
"1236","species2",20,-0.6,"C",51,3,25
"1237","species2",20,-0.6,"C",55,1,25
"1238","species2",20,-0.6,"C",58,0,25
"1239","species2",20,-0.6,"C",65,1,25
"1240","species2",20,-0.6,"C",71,2,25
"1241","species2",20,-0.6,"C",75,4,25
