species,temperature,psi,dish,times,germinated,germinable
Bromus hordeaceus,20/10C,-0.8,A,36,0,25
Bromus hordeaceus,20/10C,-0.8,A,40,0,25
Bromus hordeaceus,20/10C,-0.8,A,44,0,25
Bromus hordeaceus,20/10C,-0.8,A,51,3,25
Bromus hordeaceus,20/10C,-0.8,A,58,7,25
Bromus hordeaceus,20/10C,-0.8,A,61,1,25
Bromus hordeaceus,20/10C,-0.8,A,67,2,25
Bromus hordeaceus,20/10C,-0.8,A,74,2,25
Bromus hordeaceus,20/10C,-0.8,A,78,2,25
Bromus hordeaceus,20/10C,-0.8,A,81,0,25
Bromus hordeaceus,20/10C,-0.8,A,85,4,25
Bromus hordeaceus,20/10C,-0.8,A,89,1,25
Bromus hordeaceus,20/10C,-0.8,A,96,0,25
Bromus hordeaceus,20/10C,-0.8,A,102,1,25
Bromus hordeaceus,20/10C,-0.8,A,107,0,25
Bromus hordeaceus,20/10C,-0.8,A,114,0,25
Bromus hordeaceus,20/10C,-0.8,A,119,0,25
Bromus hordeaceus,20/10C,-0.8,A,126,0,25
Bromus hordeaceus,20/10C,-0.8,A,131,0,25
Bromus hordeaceus,20/10C,-0.8,A,138,0,25
Bromus hordeaceus,20/10C,-0.8,A,143,0,25
Bromus hordeaceus,20/10C,-0.8,A,150,0,25
Bromus hordeaceus,20/10C,-0.8,A,155,0,25
Bromus hordeaceus,20/10C,-0.8,A,168,0,25
Bromus hordeaceus,20/10C,-0.8,A,175,0,25
Bromus hordeaceus,20/10C,-0.8,A,186,0,25
Bromus hordeaceus,20/10C,-0.8,A,210,0,25
Bromus hordeaceus,20/10C,-0.8,A,235,0,25
Bromus hordeaceus,20/10C,-0.8,A,284,0,25
Bromus hordeaceus,20/10C,-0.8,A,337,0,25
Bromus hordeaceus,20/10C,-0.8,A,377,0,25
Bromus hordeaceus,20/10C,-0.8,A,474,1,25
Bromus hordeaceus,20/10C,-0.8,B,8,0,25
Bromus hordeaceus,20/10C,-0.8,B,11,0,25
Bromus hordeaceus,20/10C,-0.8,B,16,0,25
Bromus hordeaceus,20/10C,-0.8,B,20,0,25
Bromus hordeaceus,20/10C,-0.8,B,24,0,25
Bromus hordeaceus,20/10C,-0.8,B,28,0,25
Bromus hordeaceus,20/10C,-0.8,B,32,0,25
Bromus hordeaceus,20/10C,-0.8,B,36,0,25
Bromus hordeaceus,20/10C,-0.8,B,40,0,25
Bromus hordeaceus,20/10C,-0.8,B,44,0,25
Bromus hordeaceus,20/10C,-0.8,B,51,1,25
Bromus hordeaceus,20/10C,-0.8,B,58,9,25
Bromus hordeaceus,20/10C,-0.8,B,61,1,25
Bromus hordeaceus,20/10C,-0.8,B,67,1,25
Bromus hordeaceus,20/10C,-0.8,B,74,6,25
Bromus hordeaceus,20/10C,-0.8,B,78,2,25
Bromus hordeaceus,20/10C,-0.8,B,81,1,25
Bromus hordeaceus,20/10C,-0.8,B,85,0,25
Bromus hordeaceus,20/10C,-0.8,B,89,1,25
Bromus hordeaceus,20/10C,-0.8,B,96,1,25
Bromus hordeaceus,20/10C,-0.8,B,102,0,25
Bromus hordeaceus,20/10C,-0.8,B,107,0,25
Bromus hordeaceus,20/10C,-0.8,B,114,0,25
Bromus hordeaceus,20/10C,-0.8,B,119,0,25
Bromus hordeaceus,20/10C,-0.8,B,126,1,25
Bromus hordeaceus,20/10C,-0.8,B,131,0,25
Bromus hordeaceus,20/10C,-0.8,B,138,0,25
Bromus hordeaceus,20/10C,-0.8,B,143,0,25
Bromus hordeaceus,20/10C,-0.8,B,150,0,25
Bromus hordeaceus,20/10C,-0.8,B,155,0,25
Bromus hordeaceus,20/10C,-0.8,B,168,0,25
Bromus hordeaceus,20/10C,-0.8,B,175,0,25
Bromus hordeaceus,20/10C,-0.8,B,186,0,25
Bromus hordeaceus,20/10C,-0.8,B,210,0,25
Bromus hordeaceus,20/10C,-0.8,B,235,0,25
Bromus hordeaceus,20/10C,-0.8,B,284,0,25
Bromus hordeaceus,20/10C,-0.8,B,337,0,25
Bromus hordeaceus,20/10C,-0.8,B,377,0,25
Bromus hordeaceus,20/10C,-0.8,B,474,1,25
Bromus hordeaceus,20/10C,-0.8,C,8,0,25
Bromus hordeaceus,20/10C,-0.8,C,11,0,25
Bromus hordeaceus,20/10C,-0.8,C,16,0,25
Bromus hordeaceus,20/10C,-0.8,C,20,0,25
Bromus hordeaceus,20/10C,-0.8,C,24,0,25
Bromus hordeaceus,20/10C,-0.8,C,28,0,25
Bromus hordeaceus,20/10C,-0.8,C,32,0,25
Bromus hordeaceus,20/10C,-0.8,C,36,0,25
Bromus hordeaceus,20/10C,-0.8,C,40,0,25
Bromus hordeaceus,20/10C,-0.8,C,44,0,25
Bromus hordeaceus,20/10C,-0.8,C,51,0,25
Bromus hordeaceus,20/10C,-0.8,C,58,7,25
Bromus hordeaceus,20/10C,-0.8,C,61,1,25
Bromus hordeaceus,20/10C,-0.8,C,67,1,25
Bromus hordeaceus,20/10C,-0.8,C,74,6,25
Bromus hordeaceus,20/10C,-0.8,C,78,3,25
Bromus hordeaceus,20/10C,-0.8,C,81,5,25
Bromus hordeaceus,20/10C,-0.8,C,85,2,25
Bromus hordeaceus,20/10C,-0.8,D,8,0,25
Bromus hordeaceus,20/10C,-0.8,D,11,0,25
Bromus hordeaceus,20/10C,-0.8,D,16,0,25
Bromus hordeaceus,20/10C,-0.8,D,20,0,25
Bromus hordeaceus,20/10C,-0.8,D,24,0,25
Bromus hordeaceus,20/10C,-0.8,D,28,0,25
Bromus hordeaceus,20/10C,-0.8,D,32,0,25
Bromus hordeaceus,20/10C,-0.8,D,36,0,25
Bromus hordeaceus,20/10C,-0.8,D,40,0,25
Bromus hordeaceus,20/10C,-0.8,D,44,0,25
Bromus hordeaceus,20/10C,-0.8,D,51,3,25
Bromus hordeaceus,20/10C,-0.8,D,58,4,25
Bromus hordeaceus,20/10C,-0.8,D,61,3,25
Bromus hordeaceus,20/10C,-0.8,D,67,0,25
Bromus hordeaceus,20/10C,-0.8,D,74,7,25
Bromus hordeaceus,20/10C,-0.8,D,78,3,25
Bromus hordeaceus,20/10C,-0.8,D,81,3,25
Bromus hordeaceus,20/10C,-0.8,D,85,1,25
Bromus hordeaceus,20/10C,-0.8,D,89,0,25
Bromus hordeaceus,20/10C,-0.8,D,96,0,25
Bromus hordeaceus,20/10C,-0.8,D,102,0,25
Bromus hordeaceus,20/10C,-0.8,D,107,0,25
Bromus hordeaceus,20/10C,-0.8,D,114,0,25
Bromus hordeaceus,20/10C,-0.8,D,119,0,25
Bromus hordeaceus,20/10C,-0.8,D,126,0,25
Bromus hordeaceus,20/10C,-0.8,D,131,1,25
Bromus hordeaceus,20/10C,0,A,8,0,25
Bromus hordeaceus,20/10C,0,A,11,0,25
Bromus hordeaceus,20/10C,0,A,16,0,25
Bromus hordeaceus,20/10C,0,A,20,0,25
Bromus hordeaceus,20/10C,0,A,24,0,25
Bromus hordeaceus,20/10C,0,A,28,12,25
Bromus hordeaceus,20/10C,0,A,32,7,25
Bromus hordeaceus,20/10C,0,A,36,2,25
Bromus hordeaceus,20/10C,0,A,40,0,25
Bromus hordeaceus,20/10C,0,A,44,1,25
Bromus hordeaceus,20/10C,0,A,51,2,25
Bromus hordeaceus,20/10C,0,A,58,1,25
Bromus hordeaceus,20/10C,0,B,8,0,25
Bromus hordeaceus,20/10C,0,B,11,0,25
Bromus hordeaceus,20/10C,0,B,16,0,25
Bromus hordeaceus,20/10C,0,B,20,0,25
Bromus hordeaceus,20/10C,0,B,24,0,25
Bromus hordeaceus,20/10C,0,B,28,15,25
Bromus hordeaceus,20/10C,0,B,32,1,25
Bromus hordeaceus,20/10C,0,B,36,4,25
Bromus hordeaceus,20/10C,0,B,40,0,25
Bromus hordeaceus,20/10C,0,B,44,1,25
Bromus hordeaceus,20/10C,0,B,51,1,25
Bromus hordeaceus,20/10C,0,B,58,3,25
Bromus hordeaceus,20/10C,0,C,8,0,25
Bromus hordeaceus,20/10C,0,C,11,0,25
Bromus hordeaceus,20/10C,0,C,16,0,25
Bromus hordeaceus,20/10C,0,C,20,0,25
Bromus hordeaceus,20/10C,0,C,24,0,25
Bromus hordeaceus,20/10C,0,C,28,12,25
Bromus hordeaceus,20/10C,0,C,32,5,25
Bromus hordeaceus,20/10C,0,C,36,1,25
Bromus hordeaceus,20/10C,0,C,40,2,25
Bromus hordeaceus,20/10C,0,C,44,1,25
Bromus hordeaceus,20/10C,0,C,51,1,25
Bromus hordeaceus,20/10C,0,C,58,2,25
Bromus hordeaceus,20/10C,0,D,8,0,25
Bromus hordeaceus,20/10C,0,D,11,0,25
Bromus hordeaceus,20/10C,0,D,16,0,25
Bromus hordeaceus,20/10C,0,D,20,0,25
Bromus hordeaceus,20/10C,0,D,24,0,25
Bromus hordeaceus,20/10C,0,D,28,11,25
Bromus hordeaceus,20/10C,0,D,32,7,25
Bromus hordeaceus,20/10C,0,D,36,2,25
Bromus hordeaceus,20/10C,0,D,40,1,25
Bromus hordeaceus,20/10C,0,D,44,0,25
Bromus hordeaceus,20/10C,0,D,51,0,25
Bromus hordeaceus,20/10C,0,D,58,1,25
Bromus hordeaceus,20/10C,0,D,61,1,25
Bromus hordeaceus,20/10C,0,D,67,0,25
Bromus hordeaceus,20/10C,0,D,74,0,25
Bromus hordeaceus,20/10C,0,D,78,1,25
Bromus hordeaceus,20/10C,-1.6,A,8,0,25
Bromus hordeaceus,20/10C,-1.6,A,11,0,25
Bromus hordeaceus,20/10C,-1.6,A,16,0,25
Bromus hordeaceus,20/10C,-1.6,A,20,0,25
Bromus hordeaceus,20/10C,-1.6,A,24,0,25
Bromus hordeaceus,20/10C,-1.6,A,28,0,25
Bromus hordeaceus,20/10C,-1.6,A,32,0,25
Bromus hordeaceus,20/10C,-1.6,A,36,0,25
Bromus hordeaceus,20/10C,-1.6,A,40,0,25
Bromus hordeaceus,20/10C,-1.6,A,44,0,25
Bromus hordeaceus,20/10C,-1.6,A,51,0,25
Bromus hordeaceus,20/10C,-1.6,A,58,0,25
Bromus hordeaceus,20/10C,-1.6,A,61,0,25
Bromus hordeaceus,20/10C,-1.6,A,67,0,25
Bromus hordeaceus,20/10C,-1.6,A,74,0,25
Bromus hordeaceus,20/10C,-1.6,A,78,0,25
Bromus hordeaceus,20/10C,-1.6,A,81,0,25
Bromus hordeaceus,20/10C,-1.6,A,85,0,25
Bromus hordeaceus,20/10C,-1.6,A,89,0,25
Bromus hordeaceus,20/10C,-1.6,A,96,0,25
Bromus hordeaceus,20/10C,-1.6,A,102,0,25
Bromus hordeaceus,20/10C,-1.6,A,107,0,25
Bromus hordeaceus,20/10C,-1.6,A,114,0,25
Bromus hordeaceus,20/10C,-1.6,A,119,1,25
Bromus hordeaceus,20/10C,-1.6,A,126,2,25
Bromus hordeaceus,20/10C,-1.6,A,131,0,25
Bromus hordeaceus,20/10C,-1.6,A,138,0,25
Bromus hordeaceus,20/10C,-1.6,A,143,0,25
Bromus hordeaceus,20/10C,-1.6,A,150,0,25
Bromus hordeaceus,20/10C,-1.6,A,155,5,25
Bromus hordeaceus,20/10C,-1.6,A,168,0,25
Bromus hordeaceus,20/10C,-1.6,A,175,0,25
Bromus hordeaceus,20/10C,-1.6,A,186,0,25
Bromus hordeaceus,20/10C,-1.6,A,210,1,25
Bromus hordeaceus,20/10C,-1.6,A,235,0,25
Bromus hordeaceus,20/10C,-1.6,A,284,2,25
Bromus hordeaceus,20/10C,-1.6,A,337,1,25
Bromus hordeaceus,20/10C,-1.6,A,377,0,25
Bromus hordeaceus,20/10C,-1.6,A,474,0,25
Bromus hordeaceus,20/10C,-1.6,A,537,1,25
Bromus hordeaceus,20/10C,-1.6,A,656,1,25
Bromus hordeaceus,20/10C,-1.6,B,8,0,25
Bromus hordeaceus,20/10C,-1.6,B,11,0,25
Bromus hordeaceus,20/10C,-1.6,B,16,0,25
Bromus hordeaceus,20/10C,-1.6,B,20,0,25
Bromus hordeaceus,20/10C,-1.6,B,24,0,25
Bromus hordeaceus,20/10C,-1.6,B,28,0,25
Bromus hordeaceus,20/10C,-1.6,B,32,0,25
Bromus hordeaceus,20/10C,-1.6,B,36,0,25
Bromus hordeaceus,20/10C,-1.6,B,40,0,25
Bromus hordeaceus,20/10C,-1.6,B,44,0,25
Bromus hordeaceus,20/10C,-1.6,B,51,0,25
Bromus hordeaceus,20/10C,-1.6,B,58,0,25
Bromus hordeaceus,20/10C,-1.6,B,61,0,25
Bromus hordeaceus,20/10C,-1.6,B,67,0,25
Bromus hordeaceus,20/10C,-1.6,B,74,0,25
Bromus hordeaceus,20/10C,-1.6,B,78,0,25
Bromus hordeaceus,20/10C,-1.6,B,81,0,25
Bromus hordeaceus,20/10C,-1.6,B,85,0,25
Bromus hordeaceus,20/10C,-1.6,B,89,0,25
Bromus hordeaceus,20/10C,-1.6,B,96,0,25
Bromus hordeaceus,20/10C,-1.6,B,102,0,25
Bromus hordeaceus,20/10C,-1.6,B,107,0,25
Bromus hordeaceus,20/10C,-1.6,B,114,0,25
Bromus hordeaceus,20/10C,-1.6,B,119,0,25
Bromus hordeaceus,20/10C,-1.6,B,126,2,25
Bromus hordeaceus,20/10C,-1.6,B,131,0,25
Bromus hordeaceus,20/10C,-1.6,B,138,0,25
Bromus hordeaceus,20/10C,-1.6,B,143,0,25
Bromus hordeaceus,20/10C,-1.6,B,150,0,25
Bromus hordeaceus,20/10C,-1.6,B,155,0,25
Bromus hordeaceus,20/10C,-1.6,B,168,1,25
Bromus hordeaceus,20/10C,-1.6,B,175,0,25
Bromus hordeaceus,20/10C,-1.6,B,186,0,25
Bromus hordeaceus,20/10C,-1.6,B,210,0,25
Bromus hordeaceus,20/10C,-1.6,B,235,1,25
Bromus hordeaceus,20/10C,-1.6,B,284,4,25
Bromus hordeaceus,20/10C,-1.6,B,337,5,25
Bromus hordeaceus,20/10C,-1.6,B,377,3,25
Bromus hordeaceus,20/10C,-1.6,B,474,0,25
Bromus hordeaceus,20/10C,-1.6,B,537,1,25
Bromus hordeaceus,20/10C,-1.6,B,656,2,25
Bromus hordeaceus,20/10C,-1.6,C,8,0,25
Bromus hordeaceus,20/10C,-1.6,C,11,0,25
Bromus hordeaceus,20/10C,-1.6,C,16,0,25
Bromus hordeaceus,20/10C,-1.6,C,20,0,25
Bromus hordeaceus,20/10C,-1.6,C,24,0,25
Bromus hordeaceus,20/10C,-1.6,C,28,0,25
Bromus hordeaceus,20/10C,-1.6,C,32,0,25
Bromus hordeaceus,20/10C,-1.6,C,36,0,25
Bromus hordeaceus,20/10C,-1.6,C,40,0,25
Bromus hordeaceus,20/10C,-1.6,C,44,0,25
Bromus hordeaceus,20/10C,-1.6,C,51,0,25
Bromus hordeaceus,20/10C,-1.6,C,58,0,25
Bromus hordeaceus,20/10C,-1.6,C,61,0,25
Bromus hordeaceus,20/10C,-1.6,C,67,0,25
Bromus hordeaceus,20/10C,-1.6,C,74,0,25
Bromus hordeaceus,20/10C,-1.6,C,78,0,25
Bromus hordeaceus,20/10C,-1.6,C,81,0,25
Bromus hordeaceus,20/10C,-1.6,C,85,0,25
Bromus hordeaceus,20/10C,-1.6,C,89,0,25
Bromus hordeaceus,20/10C,-1.6,C,96,0,25
Bromus hordeaceus,20/10C,-1.6,C,102,0,25
Bromus hordeaceus,20/10C,-1.6,C,107,0,25
Bromus hordeaceus,20/10C,-1.6,C,114,0,25
Bromus hordeaceus,20/10C,-1.6,C,119,0,25
Bromus hordeaceus,20/10C,-1.6,C,126,1,25
Bromus hordeaceus,20/10C,-1.6,C,131,0,25
Bromus hordeaceus,20/10C,-1.6,C,138,0,25
Bromus hordeaceus,20/10C,-1.6,C,143,0,25
Bromus hordeaceus,20/10C,-1.6,C,150,0,25
Bromus hordeaceus,20/10C,-1.6,C,155,4,25
Bromus hordeaceus,20/10C,-1.6,C,168,0,25
Bromus hordeaceus,20/10C,-1.6,C,175,0,25
Bromus hordeaceus,20/10C,-1.6,C,186,0,25
Bromus hordeaceus,20/10C,-1.6,C,210,0,25
Bromus hordeaceus,20/10C,-1.6,C,235,2,25
Bromus hordeaceus,20/10C,-1.6,C,284,3,25
Bromus hordeaceus,20/10C,-1.6,C,337,1,25
Bromus hordeaceus,20/10C,-1.6,C,377,2,25
Bromus hordeaceus,20/10C,-1.6,C,474,3,25
Bromus hordeaceus,20/10C,-1.6,D,8,0,25
Bromus hordeaceus,20/10C,-1.6,D,11,0,25
Bromus hordeaceus,20/10C,-1.6,D,16,0,25
Bromus hordeaceus,20/10C,-1.6,D,20,0,25
Bromus hordeaceus,20/10C,-1.6,D,24,0,25
Bromus hordeaceus,20/10C,-1.6,D,28,0,25
Bromus hordeaceus,20/10C,-1.6,D,32,0,25
Bromus hordeaceus,20/10C,-1.6,D,36,0,25
Bromus hordeaceus,20/10C,-1.6,D,40,0,25
Bromus hordeaceus,20/10C,-1.6,D,44,0,25
Bromus hordeaceus,20/10C,-1.6,D,51,0,25
Bromus hordeaceus,20/10C,-1.6,D,58,0,25
Bromus hordeaceus,20/10C,-1.6,D,61,0,25
Bromus hordeaceus,20/10C,-1.6,D,67,0,25
Bromus hordeaceus,20/10C,-1.6,D,74,0,25
Bromus hordeaceus,20/10C,-1.6,D,78,0,25
Bromus hordeaceus,20/10C,-1.6,D,81,0,25
Bromus hordeaceus,20/10C,-1.6,D,85,0,25
Bromus hordeaceus,20/10C,-1.6,D,89,0,25
Bromus hordeaceus,20/10C,-1.6,D,96,0,25
Bromus hordeaceus,20/10C,-1.6,D,102,0,25
Bromus hordeaceus,20/10C,-1.6,D,107,0,25
Bromus hordeaceus,20/10C,-1.6,D,114,1,25
Bromus hordeaceus,20/10C,-1.6,D,119,0,25
Bromus hordeaceus,20/10C,-1.6,D,126,1,25
Bromus hordeaceus,20/10C,-1.6,D,131,0,25
Bromus hordeaceus,20/10C,-1.6,D,138,0,25
Bromus hordeaceus,20/10C,-1.6,D,143,0,25
Bromus hordeaceus,20/10C,-1.6,D,150,0,25
Bromus hordeaceus,20/10C,-1.6,D,155,3,25
Bromus hordeaceus,20/10C,-1.6,D,168,0,25
Bromus hordeaceus,20/10C,-1.6,D,175,0,25
Bromus hordeaceus,20/10C,-1.6,D,186,1,25
Bromus hordeaceus,20/10C,-1.6,D,210,0,25
Bromus hordeaceus,20/10C,-1.6,D,235,2,25
Bromus hordeaceus,20/10C,-1.6,D,284,3,25
Bromus hordeaceus,20/10C,-1.6,D,337,4,25
Bromus hordeaceus,20/10C,-1.6,D,377,0,25
Bromus hordeaceus,20/10C,-1.6,D,474,0,25
Bromus hordeaceus,20/10C,-1.6,D,537,1,25
Bromus hordeaceus,20/10C,-1.6,D,656,0,25
Bromus hordeaceus,20/10C,-1.6,D,812,1,25
Bromus hordeaceus,20/10C,-1.6,D,911,0,25
Bromus hordeaceus,20/10C,-1.6,D,1056,0,25
Bromus hordeaceus,20/10C,-1.6,D,1339,1,25
Bromus hordeaceus,20/10C,-1,A,8,0,25
Bromus hordeaceus,20/10C,-1,A,11,0,25
Bromus hordeaceus,20/10C,-1,A,16,0,25
Bromus hordeaceus,20/10C,-1,A,20,0,25
Bromus hordeaceus,20/10C,-1,A,24,0,25
Bromus hordeaceus,20/10C,-1,A,28,0,25
Bromus hordeaceus,20/10C,-1,A,32,0,25
Bromus hordeaceus,20/10C,-1,A,36,0,25
Bromus hordeaceus,20/10C,-1,A,40,0,25
Bromus hordeaceus,20/10C,-1,A,44,0,25
Bromus hordeaceus,20/10C,-1,A,51,0,25
Bromus hordeaceus,20/10C,-1,A,58,3,25
Bromus hordeaceus,20/10C,-1,A,61,1,25
Bromus hordeaceus,20/10C,-1,A,67,0,25
Bromus hordeaceus,20/10C,-1,A,74,6,25
Bromus hordeaceus,20/10C,-1,A,78,3,25
Bromus hordeaceus,20/10C,-1,A,81,3,25
Bromus hordeaceus,20/10C,-1,A,85,0,25
Bromus hordeaceus,20/10C,-1,A,89,0,25
Bromus hordeaceus,20/10C,-1,A,96,0,25
Bromus hordeaceus,20/10C,-1,A,102,3,25
Bromus hordeaceus,20/10C,-1,A,107,0,25
Bromus hordeaceus,20/10C,-1,A,114,0,25
Bromus hordeaceus,20/10C,-1,A,119,0,25
Bromus hordeaceus,20/10C,-1,A,126,3,25
Bromus hordeaceus,20/10C,-1,A,131,0,25
Bromus hordeaceus,20/10C,-1,A,138,0,25
Bromus hordeaceus,20/10C,-1,A,143,0,25
Bromus hordeaceus,20/10C,-1,A,150,1,25
Bromus hordeaceus,20/10C,-1,A,155,0,25
Bromus hordeaceus,20/10C,-1,A,168,0,25
Bromus hordeaceus,20/10C,-1,A,175,0,25
Bromus hordeaceus,20/10C,-1,A,186,0,25
Bromus hordeaceus,20/10C,-1,A,210,1,25
Bromus hordeaceus,20/10C,-1,A,235,0,25
Bromus hordeaceus,20/10C,-1,A,284,1,25
Bromus hordeaceus,20/10C,-1,B,8,0,25
Bromus hordeaceus,20/10C,-1,B,11,0,25
Bromus hordeaceus,20/10C,-1,B,16,0,25
Bromus hordeaceus,20/10C,-1,B,20,0,25
Bromus hordeaceus,20/10C,-1,B,24,0,25
Bromus hordeaceus,20/10C,-1,B,28,0,25
Bromus hordeaceus,20/10C,-1,B,32,0,25
Bromus hordeaceus,20/10C,-1,B,36,0,25
Bromus hordeaceus,20/10C,-1,B,40,0,25
Bromus hordeaceus,20/10C,-1,B,44,0,25
Bromus hordeaceus,20/10C,-1,B,51,0,25
Bromus hordeaceus,20/10C,-1,B,58,1,25
Bromus hordeaceus,20/10C,-1,B,61,0,25
Bromus hordeaceus,20/10C,-1,B,67,0,25
Bromus hordeaceus,20/10C,-1,B,74,4,25
Bromus hordeaceus,20/10C,-1,B,78,0,25
Bromus hordeaceus,20/10C,-1,B,81,5,25
Bromus hordeaceus,20/10C,-1,B,85,1,25
Bromus hordeaceus,20/10C,-1,B,89,0,25
Bromus hordeaceus,20/10C,-1,B,96,0,25
Bromus hordeaceus,20/10C,-1,B,102,2,25
Bromus hordeaceus,20/10C,-1,B,107,1,25
Bromus hordeaceus,20/10C,-1,B,114,0,25
Bromus hordeaceus,20/10C,-1,B,119,0,25
Bromus hordeaceus,20/10C,-1,B,126,5,25
Bromus hordeaceus,20/10C,-1,B,131,0,25
Bromus hordeaceus,20/10C,-1,B,138,0,25
Bromus hordeaceus,20/10C,-1,B,143,0,25
Bromus hordeaceus,20/10C,-1,B,150,2,25
Bromus hordeaceus,20/10C,-1,B,155,0,25
Bromus hordeaceus,20/10C,-1,B,168,0,25
Bromus hordeaceus,20/10C,-1,B,175,0,25
Bromus hordeaceus,20/10C,-1,B,186,1,25
Bromus hordeaceus,20/10C,-1,B,210,1,25
Bromus hordeaceus,20/10C,-1,B,235,1,25
Bromus hordeaceus,20/10C,-1,B,284,0,25
Bromus hordeaceus,20/10C,-1,B,337,0,25
Bromus hordeaceus,20/10C,-1,B,377,0,25
Bromus hordeaceus,20/10C,-1,B,474,0,25
Bromus hordeaceus,20/10C,-1,B,537,0,25
Bromus hordeaceus,20/10C,-1,B,656,0,25
Bromus hordeaceus,20/10C,-1,B,812,0,25
Bromus hordeaceus,20/10C,-1,B,911,1,25
Bromus hordeaceus,20/10C,-1,C,8,0,25
Bromus hordeaceus,20/10C,-1,C,11,0,25
Bromus hordeaceus,20/10C,-1,C,16,0,25
Bromus hordeaceus,20/10C,-1,C,20,0,25
Bromus hordeaceus,20/10C,-1,C,24,0,25
Bromus hordeaceus,20/10C,-1,C,28,0,25
Bromus hordeaceus,20/10C,-1,C,32,0,25
Bromus hordeaceus,20/10C,-1,C,36,0,25
Bromus hordeaceus,20/10C,-1,C,40,0,25
Bromus hordeaceus,20/10C,-1,C,44,0,25
Bromus hordeaceus,20/10C,-1,C,51,0,25
Bromus hordeaceus,20/10C,-1,C,58,1,25
Bromus hordeaceus,20/10C,-1,C,61,2,25
Bromus hordeaceus,20/10C,-1,C,67,0,25
Bromus hordeaceus,20/10C,-1,C,74,4,25
Bromus hordeaceus,20/10C,-1,C,78,2,25
Bromus hordeaceus,20/10C,-1,C,81,5,25
Bromus hordeaceus,20/10C,-1,C,85,0,25
Bromus hordeaceus,20/10C,-1,C,89,0,25
Bromus hordeaceus,20/10C,-1,C,96,0,25
Bromus hordeaceus,20/10C,-1,C,102,3,25
Bromus hordeaceus,20/10C,-1,C,107,0,25
Bromus hordeaceus,20/10C,-1,C,114,1,25
Bromus hordeaceus,20/10C,-1,C,119,0,25
Bromus hordeaceus,20/10C,-1,C,126,4,25
Bromus hordeaceus,20/10C,-1,C,131,0,25
Bromus hordeaceus,20/10C,-1,C,138,1,25
Bromus hordeaceus,20/10C,-1,C,143,0,25
Bromus hordeaceus,20/10C,-1,C,150,2,25
Bromus hordeaceus,20/10C,-1,D,8,0,25
Bromus hordeaceus,20/10C,-1,D,11,0,25
Bromus hordeaceus,20/10C,-1,D,16,0,25
Bromus hordeaceus,20/10C,-1,D,20,0,25
Bromus hordeaceus,20/10C,-1,D,24,0,25
Bromus hordeaceus,20/10C,-1,D,28,0,25
Bromus hordeaceus,20/10C,-1,D,32,0,25
Bromus hordeaceus,20/10C,-1,D,36,0,25
Bromus hordeaceus,20/10C,-1,D,40,0,25
Bromus hordeaceus,20/10C,-1,D,44,0,25
Bromus hordeaceus,20/10C,-1,D,51,0,25
Bromus hordeaceus,20/10C,-1,D,58,2,25
Bromus hordeaceus,20/10C,-1,D,61,0,25
Bromus hordeaceus,20/10C,-1,D,67,0,25
Bromus hordeaceus,20/10C,-1,D,74,7,25
Bromus hordeaceus,20/10C,-1,D,78,2,25
Bromus hordeaceus,20/10C,-1,D,81,4,25
Bromus hordeaceus,20/10C,-1,D,85,0,25
Bromus hordeaceus,20/10C,-1,D,89,0,25
Bromus hordeaceus,20/10C,-1,D,96,0,25
Bromus hordeaceus,20/10C,-1,D,102,2,25
Bromus hordeaceus,20/10C,-1,D,107,0,25
Bromus hordeaceus,20/10C,-1,D,114,0,25
Bromus hordeaceus,20/10C,-1,D,119,0,25
Bromus hordeaceus,20/10C,-1,D,126,3,25
Bromus hordeaceus,20/10C,-1,D,131,1,25
Bromus hordeaceus,20/10C,-1,D,138,0,25
Bromus hordeaceus,20/10C,-1,D,143,0,25
Bromus hordeaceus,20/10C,-1,D,150,0,25
Bromus hordeaceus,20/10C,-1,D,155,0,25
Bromus hordeaceus,20/10C,-1,D,168,0,25
Bromus hordeaceus,20/10C,-1,D,175,0,25
Bromus hordeaceus,20/10C,-1,D,186,0,25
Bromus hordeaceus,20/10C,-1,D,210,0,25
Bromus hordeaceus,20/10C,-1,D,235,1,25
Bromus hordeaceus,20/10C,-1,D,284,1,25
Bromus hordeaceus,20/10C,-1,D,337,0,25
Bromus hordeaceus,20/10C,-1,D,377,1,25
